Country_Code,Country,WEO Subject Code,Subject Descriptor,Units,Year,Value,Country_Name,Region,Income_Group
GRD,Grenada,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,10152.834,Grenada,Latin America & Caribbean,Upper middle income
GTM,Guatemala,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,4234.379,Guatemala,Latin America & Caribbean,Upper middle income
GIN,Guinea,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,796.038,Guinea,Sub-Saharan Africa,Lower middle income
GNB,Guinea-Bissau,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,864.141,Guinea-Bissau,Sub-Saharan Africa,Low income
GUY,Guyana,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,6104.158,Guyana,Latin America & Caribbean,High income
HTI,Haiti,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,1337.16,Haiti,Latin America & Caribbean,Lower middle income
HND,Honduras,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,2452.082,Honduras,Latin America & Caribbean,Lower middle income
HKG,Hong Kong SAR,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,46025.665,"Hong Kong SAR, China",East Asia & Pacific,High income
HUN,Hungary,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,14606.266,Hungary,Europe & Central Asia,High income
ISL,Iceland,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,73085.132,Iceland,Europe & Central Asia,High income
IND,India,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,1957.97,India,South Asia,Lower middle income
IDN,Indonesia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,3885.967,Indonesia,East Asia & Pacific,Upper middle income
IRN,Islamic Republic of Iran,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,6005.051,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income
IRQ,Iraq,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,5178.921,Iraq,Middle East & North Africa,Upper middle income
IRL,Ireland,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,69863.657,Ireland,Europe & Central Asia,High income
ISR,Israel,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,41014.945,Israel,Middle East & North Africa,High income
ITA,Italy,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,32648.756,Italy,Europe & Central Asia,High income
JAM,Jamaica,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,5413.03,Jamaica,Latin America & Caribbean,Upper middle income
JPN,Japan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,38903.298,Japan,East Asia & Pacific,High income
JOR,Jordan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,4078.871,Jordan,Middle East & North Africa,Lower middle income
KAZ,Kazakhstan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,9247.587,Kazakhstan,Europe & Central Asia,Upper middle income
KEN,Kenya,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,1805.398,Kenya,Sub-Saharan Africa,Lower middle income
KIR,Kiribati,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,1959.95,Kiribati,East Asia & Pacific,Lower middle income
KOR,Korea,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,31600.735,"Korea, Rep.",East Asia & Pacific,High income
UVK,Kosovo,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,3991.249,,,
KWT,Kuwait,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,26816.642,Kuwait,Middle East & North Africa,High income
KGZ,Kyrgyz Republic,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,1254.51,Kyrgyz Republic,Europe & Central Asia,Lower middle income
LAO,Lao P.D.R.,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,2437.127,Lao PDR,East Asia & Pacific,Lower middle income
LVA,Latvia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,15626.275,Latvia,Europe & Central Asia,High income
LBN,Lebanon,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,7776.012,Lebanon,Middle East & North Africa,Lower middle income
LSO,Lesotho,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,1199.628,Lesotho,Sub-Saharan Africa,Lower middle income
LBR,Liberia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,706.239,Liberia,Sub-Saharan Africa,Low income
LBY,Libya,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,10413.81,Libya,Middle East & North Africa,Upper middle income
LTU,Lithuania,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,16879.449,Lithuania,Europe & Central Asia,High income
LUX,Luxembourg,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,111211.579,Luxembourg,Europe & Central Asia,High income
MAC,Macao SAR,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,77145.531,"Macao SAR, China",East Asia & Pacific,High income
MDG,Madagascar,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,528.379,Madagascar,Sub-Saharan Africa,Low income
MWI,Malawi,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,466.559,Malawi,Sub-Saharan Africa,Low income
MYS,Malaysia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,9965.123,Malaysia,East Asia & Pacific,Upper middle income
MDV,Maldives,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,13200.955,Maldives,South Asia,Upper middle income
MLI,Mali,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,795.387,Mali,Sub-Saharan Africa,Low income
MLT,Malta,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,29284.984,Malta,Middle East & North Africa,High income
MHL,Marshall Islands,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,4526.704,Marshall Islands,East Asia & Pacific,Upper middle income
MRT,Mauritania,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,1758.542,Mauritania,Sub-Saharan Africa,Lower middle income
MUS,Mauritius,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,10844.145,Mauritius,Sub-Saharan Africa,Upper middle income
MEX,Mexico,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,9542.783,Mexico,Latin America & Caribbean,Upper middle income
FSM,Micronesia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,3546.689,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income
MDA,Moldova,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,3422.643,Moldova,Europe & Central Asia,Upper middle income
MNG,Mongolia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,3612.716,Mongolia,East Asia & Pacific,Upper middle income
MNE,Montenegro,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,7820.079,Montenegro,Europe & Central Asia,Upper middle income
MAR,Morocco,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,3401.256,Morocco,Middle East & North Africa,Lower middle income
MOZ,Mozambique,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,463.005,Mozambique,Sub-Saharan Africa,Low income
MMR,Myanmar,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,1177.083,Myanmar,East Asia & Pacific,Lower middle income
NAM,Namibia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,5438.761,Namibia,Sub-Saharan Africa,Upper middle income
NRU,Nauru,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,8550.692,Nauru,East Asia & Pacific,High income
NPL,Nepal,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,1027.965,Nepal,South Asia,Lower middle income
NLD,Netherlands,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,48799.874,Netherlands,Europe & Central Asia,High income
NZL,New Zealand,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,42289.966,New Zealand,East Asia & Pacific,High income
NIC,Nicaragua,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,2147.856,Nicaragua,Latin America & Caribbean,Lower middle income
NER,Niger,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,517.589,Niger,Sub-Saharan Africa,Low income
NGA,Nigeria,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,1968.563,Nigeria,Sub-Saharan Africa,Lower middle income
MKD,North Macedonia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,5957.992,North Macedonia,Europe & Central Asia,Upper middle income
NOR,Norway,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,75940.175,Norway,Europe & Central Asia,High income
OMN,Oman,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,17731.849,Oman,Middle East & North Africa,High income
PAK,Pakistan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,1653.406,Pakistan,South Asia,Lower middle income
PLW,Palau,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,16383.831,Palau,East Asia & Pacific,High income
PAN,Panama,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,15731.102,Panama,Latin America & Caribbean,High income
PNG,Papua New Guinea,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,2755.488,Papua New Guinea,East Asia & Pacific,Lower middle income
PRY,Paraguay,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,5608.156,Paraguay,Latin America & Caribbean,Upper middle income
PER,Peru,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,6965.195,Peru,Latin America & Caribbean,Upper middle income
PHL,Philippines,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,3153.314,Philippines,East Asia & Pacific,Lower middle income
POL,Poland,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,13819.834,Poland,Europe & Central Asia,High income
PRT,Portugal,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,21482.834,Portugal,Europe & Central Asia,High income
PRI,Puerto Rico,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,31347.273,Puerto Rico,Latin America & Caribbean,High income
QAT,Qatar,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,59127.513,Qatar,Middle East & North Africa,High income
ROU,Romania,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,10717.263,Romania,Europe & Central Asia,High income
RUS,Russia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,10726.771,Russian Federation,Europe & Central Asia,High income
RWA,Rwanda,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,783.521,Rwanda,Sub-Saharan Africa,Low income
WSM,Samoa,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,4496.277,Samoa,East Asia & Pacific,Lower middle income
SMR,San Marino,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,45887.687,San Marino,Europe & Central Asia,High income
STP,São Tomé and Príncipe,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,1594.356,São Tomé and Príncipe,Sub-Saharan Africa,Lower middle income
SAU,Saudi Arabia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,23081.196,Saudi Arabia,Middle East & North Africa,High income
SEN,Senegal,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,1361.221,Senegal,Sub-Saharan Africa,Lower middle income
SRB,Serbia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,6292.546,Serbia,Europe & Central Asia,Upper middle income
SYC,Seychelles,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,17738.31,Seychelles,Sub-Saharan Africa,High income
SLE,Sierra Leone,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,495.812,Sierra Leone,Sub-Saharan Africa,Low income
SGP,Singapore,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,61162.097,Singapore,East Asia & Pacific,High income
SVK,Slovak Republic,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,17591.574,Slovak Republic,Europe & Central Asia,High income
SVN,Slovenia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,23511.316,Slovenia,Europe & Central Asia,High income
SLB,Solomon Islands,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,2310.86,Solomon Islands,East Asia & Pacific,Lower middle income
SOM,Somalia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,606.778,Somalia,Sub-Saharan Africa,Low income
ZAF,South Africa,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,6678.292,South Africa,Sub-Saharan Africa,Upper middle income
SSD,South Sudan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,143.342,South Sudan,Sub-Saharan Africa,Low income
ESP,Spain,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,28211.927,Spain,Europe & Central Asia,High income
LKA,Sri Lanka,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,4401.055,Sri Lanka,South Asia,Lower middle income
KNA,St. Kitts and Nevis,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,22147.971,St. Kitts and Nevis,Latin America & Caribbean,High income
LCA,St. Lucia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,11282.751,St. Lucia,Latin America & Caribbean,Upper middle income
VCT,St. Vincent and the Grenadines,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,7643.104,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income
SDN,Sudan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,1199.177,Sudan,Sub-Saharan Africa,Low income
SUR,Suriname,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,6158.572,Suriname,Latin America & Caribbean,Upper middle income
SWE,Sweden,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,53459.072,Sweden,Europe & Central Asia,High income
CHE,Switzerland,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,82588.943,Switzerland,Europe & Central Asia,High income
TWN,Taiwan Province of China,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,25061.624,"Taiwan, China",East Asia & Pacific,High income
TJK,Tajikistan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,844.595,Tajikistan,Europe & Central Asia,Lower middle income
TZA,Tanzania,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,1003.776,Tanzania,Sub-Saharan Africa,Lower middle income
THA,Thailand,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,6593.816,Thailand,East Asia & Pacific,Upper middle income
TLS,Timor-Leste,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,1309.352,Timor-Leste,East Asia & Pacific,Lower middle income
TGO,Togo,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,813.108,Togo,Sub-Saharan Africa,Low income
TON,Tonga,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,4577.988,Tonga,East Asia & Pacific,Upper middle income
TTO,Trinidad and Tobago,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,17369.342,Trinidad and Tobago,Latin America & Caribbean,High income
TUN,Tunisia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,3656.508,Tunisia,Middle East & North Africa,Lower middle income
TUR,Türkiye,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,10628.898,Türkiye,Europe & Central Asia,Upper middle income
TKM,Turkmenistan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,7690.915,Turkmenistan,Europe & Central Asia,Upper middle income
TUV,Tuvalu,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,4255.25,Tuvalu,East Asia & Pacific,Upper middle income
UGA,Uganda,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,838.495,Uganda,Sub-Saharan Africa,Low income
UKR,Ukraine,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,2655.99,Ukraine,Europe & Central Asia,Upper middle income
ARE,United Arab Emirates,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,41971.753,United Arab Emirates,Middle East & North Africa,High income
GBR,United Kingdom,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,40617.562,United Kingdom,Europe & Central Asia,High income
USA,United States,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,60292.978,United States,North America,High income
URY,Uruguay,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,18626.981,Uruguay,Latin America & Caribbean,High income
UZB,Uzbekistan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,1932.763,Uzbekistan,Europe & Central Asia,Lower middle income
VUT,Vanuatu,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,3158.901,Vanuatu,East Asia & Pacific,Lower middle income
VEN,Venezuela,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,3806.656,"Venezuela, RB",Latin America & Caribbean,
VNM,Vietnam,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,2957.899,Vietnam,East Asia & Pacific,Lower middle income
WBG,West Bank and Gaza,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,3407.307,,,
YEM,Yemen,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,905.181,"Yemen, Rep.",Middle East & North Africa,Low income
ZMB,Zambia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,1495.751,Zambia,Sub-Saharan Africa,Lower middle income
ZWE,Zimbabwe,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2017,1527.052,Zimbabwe,Sub-Saharan Africa,Lower middle income
AFG,Afghanistan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,580.253,Afghanistan,South Asia,Low income
ALB,Albania,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,5257.714,Albania,Europe & Central Asia,Upper middle income
DZA,Algeria,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,4568.244,Algeria,Middle East & North Africa,Upper middle income
AND,Andorra,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,42229.903,Andorra,Europe & Central Asia,High income
AGO,Angola,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,3240.858,Angola,Sub-Saharan Africa,Lower middle income
ATG,Antigua and Barbuda,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,16889.792,Antigua and Barbuda,Latin America & Caribbean,High income
ARG,Argentina,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,11786.433,Argentina,Latin America & Caribbean,Upper middle income
ARM,Armenia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,4195.963,Armenia,Europe & Central Asia,Upper middle income
ABW,Aruba,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,30082.212,Aruba,Latin America & Caribbean,High income
AUS,Australia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,56434.012,Australia,East Asia & Pacific,High income
AUT,Austria,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,51234.477,Austria,Europe & Central Asia,High income
AZE,Azerbaijan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,4759.796,Azerbaijan,Europe & Central Asia,Upper middle income
BHS,The Bahamas,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,33183.686,"Bahamas, The",Latin America & Caribbean,High income
BHR,Bahrain,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,25149.47,Bahrain,Middle East & North Africa,High income
BGD,Bangladesh,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,1991.739,Bangladesh,South Asia,Lower middle income
BRB,Barbados,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,17795.112,Barbados,Latin America & Caribbean,High income
BLR,Belarus,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,6357.962,Belarus,Europe & Central Asia,Upper middle income
BEL,Belgium,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,47685.347,Belgium,Europe & Central Asia,High income
BLZ,Belize,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,5791.593,Belize,Latin America & Caribbean,Upper middle income
BEN,Benin,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,1194.023,Benin,Sub-Saharan Africa,Lower middle income
BTN,Bhutan,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,3606.621,Bhutan,South Asia,Lower middle income
BOL,Bolivia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,3588.089,Bolivia,Latin America & Caribbean,Lower middle income
BIH,Bosnia and Herzegovina,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,5859.283,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income
BWA,Botswana,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,6947.818,Botswana,Sub-Saharan Africa,Upper middle income
BRA,Brazil,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,9629.603,Brazil,Latin America & Caribbean,Upper middle income
BRN,Brunei Darussalam,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,31074.01,Brunei Darussalam,East Asia & Pacific,High income
BGR,Bulgaria,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,9485.446,Bulgaria,Europe & Central Asia,High income
BFA,Burkina Faso,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,780.482,Burkina Faso,Sub-Saharan Africa,Low income
BDI,Burundi,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,271.289,Burundi,Sub-Saharan Africa,Low income
CPV,Cabo Verde,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,3811.549,Cabo Verde,Sub-Saharan Africa,Lower middle income
KHM,Cambodia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,2097.235,Cambodia,East Asia & Pacific,Lower middle income
CMR,Cameroon,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,1585.96,Cameroon,Sub-Saharan Africa,Lower middle income
CAN,Canada,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,46617.97,Canada,North America,High income
CAF,Central African Republic,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,488.564,Central African Republic,Sub-Saharan Africa,Low income
TCD,Chad,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,990.693,Chad,Sub-Saharan Africa,Low income
CHL,Chile,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,15755.003,Chile,Latin America & Caribbean,High income
CHN,China,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,9848.949,China,East Asia & Pacific,Upper middle income
COL,Colombia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,6923.64,Colombia,Latin America & Caribbean,Upper middle income
COM,Comoros,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,1386.014,Comoros,Sub-Saharan Africa,Lower middle income
COD,Democratic Republic of the Congo,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,564.342,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income
COG,Republic of Congo,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,2716.492,"Congo, Rep.",Sub-Saharan Africa,Lower middle income
CRI,Costa Rica,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,12428.924,Costa Rica,Latin America & Caribbean,Upper middle income
CIV,Côte d'Ivoire,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,2167.041,Côte d’Ivoire,Sub-Saharan Africa,Lower middle income
HRV,Croatia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,15046.079,Croatia,Europe & Central Asia,High income
CYP,Cyprus,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,29631.854,Cyprus,Europe & Central Asia,High income
CZE,Czech Republic,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,23380.772,Czechia,Europe & Central Asia,High income
DNK,Denmark,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,61724.492,Denmark,Europe & Central Asia,High income
DJI,Djibouti,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,3038.268,Djibouti,Middle East & North Africa,Lower middle income
DMA,Dominica,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,7981.044,Dominica,Latin America & Caribbean,Upper middle income
DOM,Dominican Republic,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,8340.961,Dominican Republic,Latin America & Caribbean,Upper middle income
ECU,Ecuador,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,6313.598,Ecuador,Latin America & Caribbean,Upper middle income
EGY,Egypt,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,2710.158,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income
SLV,El Salvador,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,4145.892,El Salvador,Latin America & Caribbean,Upper middle income
GNQ,Equatorial Guinea,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,9968.089,Equatorial Guinea,Sub-Saharan Africa,Upper middle income
ERI,Eritrea,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,580.845,Eritrea,Sub-Saharan Africa,Low income
EST,Estonia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,23176.358,Estonia,Europe & Central Asia,High income
SWZ,Eswatini,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,4226.975,Eswatini,Sub-Saharan Africa,Lower middle income
ETH,Ethiopia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,839.861,Ethiopia,Sub-Saharan Africa,Low income
FJI,Fiji,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,6269.906,Fiji,East Asia & Pacific,Upper middle income
FIN,Finland,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,50032.02,Finland,Europe & Central Asia,High income
FRA,France,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,43060.59,France,Europe & Central Asia,High income
GAB,Gabon,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,8198.56,Gabon,Sub-Saharan Africa,Upper middle income
GMB,The Gambia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,729.035,"Gambia, The",Sub-Saharan Africa,Low income
GEO,Georgia,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,4800.794,Georgia,Europe & Central Asia,Upper middle income
DEU,Germany,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,47961.181,Germany,Europe & Central Asia,High income
GHA,Ghana,NGDPDPC,"Gross domestic product per capita, current prices",U.S. dollars,2018,2275.772,Ghana,Sub-Saharan Africa,Lower middle income
